fighter_name,country,date_of_birth,gender,weightclass,peak,peak p4p,bouts,wins,win_type,losses,loss_type,win_pct,best streak,last streak,bonus,peak elo,debut,debut_result,prev_bout,prev_result
Michel Batista,🇨🇺,1984-04-20,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2397,2018-11-30,L - Maurice Greene,2018-11-30,L - Maurice Greene
Zachary Scroggin,🇺🇸,1996-03-09,male,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2566,2024-11-09,L - Elizeu Zaleski dos Santos,2024-11-09,L - Elizeu Zaleski dos Santos
Natan Levy,🇮🇱,1991-09-30,male,"lightweight, welterweight",16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,0.5,2,-1,0,2723,2021-11-20,L - Rafa Garcia,2024-03-16,L - Mike Davis
William Knight,🇯🇲 🇺🇸,1988-04-03,male,"light heavyweight, heavyweight",16,16,7,3,1 KO 0 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,0.42857142857142855,2,-3,1,2872,2020-09-26,W - Aleksa Camur,2023-02-18,L - Marcin Prachnio
Muhammad Mokaev,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇷🇺,2000-07-30,male,flyweight,6,16,7,7,0 KO 4 Sub 3 Dec,0,0 KO 0 Sub 0 Dec,1,7,7,2,3171,2022-03-19,W - Cody Durden,2024-07-27,W - Manel Kape
Antonina Shevchenko,🇰🇬 🇵🇪,1984-11-20,female,"women's flyweight, women's flyweight",11,16,8,4,1 KO 1 Sub 2 Dec,4,1 KO 1 Sub 2 Dec,0.5,1,1,2,2725,2018-11-30,W - Ji Yeon Kim,2022-07-09,W - Cortney Casey
Collin Anglin,🇺🇸,1993-02-20,male,featherweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2512,2021-07-31,L - Melsik Baghdasaryan,2021-11-13,L - Sean Woodson
Jeff Molina,🇺🇸,1997-07-17,male,flyweight,13,16,3,3,1 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,1,3,3,1,2807,2021-04-24,W - Aoriqileng,2022-06-04,W - Zhalgas Zhumagulov
Bruna Brasil,🇧🇷,1993-09-07,female,"women's strawweight, strawweight, women's flyweight",16,16,8,3,0 KO 0 Sub 3 Dec,5,1 KO 0 Sub 4 Dec,0.375,1,-2,0,2652,2023-04-15,L - Denise Gomes,2026-03-28,L - Alexia Thainara
Brendon Marotte,🇺🇸,1996-01-12,male,"featherweight, lightweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0,-1,-2,0,2415,2023-10-14,L - Terrance McKinney,2024-09-07,L - Isaac Dulgarian
Joe Solecki,🇺🇸,1993-08-27,male,lightweight,16,16,9,5,0 KO 2 Sub 3 Dec,4,1 KO 0 Sub 3 Dec,0.5555555555555556,3,-3,1,2919,2019-12-07,W - Matt Wiman,2025-01-11,L - Nurullo Aliev
Andre Ewell,🇺🇸,1988-01-21,male,"bantamweight, featherweight",16,16,9,4,0 KO 0 Sub 4 Dec,5,2 KO 1 Sub 2 Dec,0.4444444444444444,2,-3,0,2721,2018-09-22,W - Renan Barao,2021-12-18,L - Charles Jourdain
Javid Basharat,🇦🇫 🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1995-09-07,male,bantamweight,16,16,7,4,0 KO 0 Sub 4 Dec,2,1 KO 0 Sub 1 Dec,0.5714285714285714,3,1,0,2978,2022-03-12,W - Trevin Jones,2026-02-07,W - Gianni Vazquez
Vinicius Moreira,🇧🇷,1989-02-28,male,light heavyweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,3 KO 1 Sub 0 Dec,0,-1,-4,0,2585,2019-01-19,L - Alonzo Menifield,2021-01-20,L - Ike Villanueva
Liana Jojua,🇬🇪,1995-03-22,female,"women's flyweight, women's bantamweight",16,16,4,1,0 KO 1 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0.25,1,-2,0,2498,2019-09-07,L - Sarah Moras,2021-11-13,L - Cortney Casey
Andre Fialho,🇵🇹,1994-04-07,male,welterweight,16,16,7,2,2 KO 0 Sub 0 Dec,5,4 KO 0 Sub 1 Dec,0.2857142857142857,2,-4,3,2865,2022-01-22,L - Michel Pereira,2023-09-23,L - Tim Means
Anton Turkalj,🇸🇪,1996-06-10,male,light heavyweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,0,-1,-4,2,2720,2022-09-10,L - Jailton Almeida,2024-03-30,L - Ibo Aslan
Quang Le,🇺🇸 🇻🇳,1991-10-18,male,bantamweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0.25,1,-1,1,2666,2024-08-10,L - Chris Gutierrez,2025-09-13,L - Santiago Luna
Maria Oliveira,🇧🇷,1996-12-09,female,women's strawweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,0.25,1,-2,0,2388,2021-10-23,L - Tabatha Ricci,2023-06-10,L - Diana Belbita
Isabela de Padua,🇧🇷,1991-09-04,female,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2444,2019-11-16,L - Ariane da Silva,2019-11-16,L - Ariane da Silva
Luana Carolina,🇧🇷,1993-06-11,female,"women's flyweight, women's flyweight, women's bantamweight",15,16,10,6,1 KO 0 Sub 5 Dec,4,1 KO 1 Sub 2 Dec,0.6,3,-1,0,2747,2019-05-11,W - Priscila Cachoeira,2025-09-28,L - Michelle Montague
Josh Quinlan,🇺🇸,1993-02-06,male,welterweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-3,0,2717,2022-08-13,W - Jason Witt,2024-06-15,L - Adam Fugitt
Stephanie Egger,🇨🇭,1988-08-12,female,"women's bantamweight, women's featherweight",16,16,7,3,1 KO 2 Sub 0 Dec,4,0 KO 2 Sub 2 Dec,0.42857142857142855,2,-2,1,2644,2020-10-10,L - Tracy Cortez,2023-12-09,L - Luana Santos
Cortavious Romious,🇺🇸,1994-01-06,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2439,2024-11-09,L - Gaston Bolanos,2025-04-05,L - ChangHo Lee
Melissa Martinez,🇲🇽,1997-08-18,female,women's strawweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,0.3333333333333333,1,-1,0,2550,2022-09-10,L - Elise Reed,2025-07-12,L - Fatima Kline
Jarno Errens,🇳🇱,1994-11-17,male,featherweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 1 Sub 2 Dec,0.25,1,-1,1,2534,2022-09-03,L - William Gomis,2024-08-10,L - Youssef Zalal
Adam Fugitt,🇺🇸,1989-01-12,male,welterweight,16,16,6,2,1 KO 0 Sub 1 Dec,4,3 KO 1 Sub 0 Dec,0.3333333333333333,1,-2,0,2634,2022-07-30,L - Michael Morales,2026-01-24,L - Ty Miller
Jose Johnson,🇺🇸,1995-05-20,male,"flyweight, bantamweight",16,16,4,1,0 KO 1 Sub 0 Dec,3,0 KO 2 Sub 1 Dec,0.25,1,-2,0,2738,2023-08-12,L - Da'Mon Blackshear,2025-01-11,L - Felipe Bunes
Alen Amedovski,🇮🇹 🇲🇰,1988-04-06,male,middleweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,0,-1,-4,0,2584,2019-04-20,L - Krzysztof Jotko,2022-09-17,L - Joe Pyfer
Dakota Bush,🇺🇸,1994-06-09,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2525,2021-04-17,L - Austin Hubbard,2022-01-15,L - Viacheslav Borshchev
SeungWoo Choi,🇰🇷,1992-11-03,male,featherweight,16,16,11,4,1 KO 0 Sub 3 Dec,7,3 KO 2 Sub 2 Dec,0.36363636363636365,3,-2,1,2847,2019-04-20,L - Movsar Evloev,2025-03-15,L - Kevin Vallejos
Drako Rodriguez,🇺🇸,1996-06-16,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2503,2021-02-20,L - Aiemann Zahabi,2021-08-07,L - Vince Morales
Viviane Araujo,🇧🇷,1986-11-21,female,"women's flyweight, women's bantamweight, women's bantamweight, women's flyweight",5,16,13,7,1 KO 0 Sub 6 Dec,6,0 KO 0 Sub 6 Dec,0.5384615384615384,2,-1,0,2888,2019-05-11,W - Talita Bernardo,2025-06-28,L - Tracy Cortez
Jordan Vucenic,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1996-03-02,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2633,2024-08-03,L - Guram Kutateladze,2025-03-22,L - Chris Duncan
Antonio Arroyo,🇧🇷,1989-07-01,male,middleweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0,-1,-3,0,2592,2019-11-16,L - Andre Muniz,2021-09-18,L - Joaquin Buckley
Spike Carlyle,🇺🇸,1993-05-06,male,featherweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,0,2777,2020-02-29,W - Aalon Cruz,2020-11-28,L - Bill Algeo
Jordan Wright,🇺🇸,1991-10-07,male,"middleweight, light heavyweight",16,16,7,2,2 KO 0 Sub 0 Dec,5,3 KO 1 Sub 1 Dec,0.2857142857142857,1,-4,1,2759,2020-08-22,W - Ike Villanueva,2023-02-18,L - Zac Pauga
Denys Bondar,🇺🇦,1992-06-27,male,flyweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,0,-1,-3,0,2527,2022-02-05,L - Malcolm Gordon,2024-02-24,L - Ronaldo Rodriguez
Da Woon Jung,🇰🇷,1993-12-18,male,light heavyweight,16,16,9,4,2 KO 1 Sub 1 Dec,4,1 KO 1 Sub 2 Dec,0.4444444444444444,2,-4,0,2939,2019-08-31,W - Khadis Ibragimov,2024-09-28,L - Oumar Sy
Sasha Palatnikov,🇭🇰 🇺🇸,1989-03-15,male,welterweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0.3333333333333333,1,-2,1,2572,2020-11-21,W - Louis Cosce,2021-08-21,L - Ramiz Brahimaj
Omar Morales,🇻🇪,1985-10-17,male,"featherweight, lightweight",16,16,7,3,0 KO 0 Sub 3 Dec,4,1 KO 1 Sub 2 Dec,0.42857142857142855,2,-3,0,2786,2019-12-21,W - Dong Hyun Ma,2023-03-18,L - Chris Duncan
Victoria Leonardo,🇺🇸,1990-02-16,female,women's flyweight,16,16,5,1,0 KO 0 Sub 1 Dec,4,4 KO 0 Sub 0 Dec,0.2,1,-2,0,2524,2021-01-20,L - Manon Fiorot,2024-08-24,L - Wang Cong
Carlos Felipe,🇧🇷,1995-01-12,male,heavyweight,16,16,5,3,0 KO 0 Sub 3 Dec,2,0 KO 0 Sub 2 Dec,0.6,3,-1,0,2652,2020-07-18,L - Serghei Spivac,2021-10-16,L - Andrei Arlovski
Nadia Kassem,🇦🇺,1995-11-15,female,"women's strawweight, women's flyweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,0.3333333333333333,1,-2,0,2514,2017-11-18,W - Alex Chambers,2019-10-05,L - Ji Yeon Kim
Alex Gorgees,🇦🇺,1995-08-11,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2515,2018-12-01,L - Damir Ismagulov,2018-12-01,L - Damir Ismagulov
Josh Culibao,🇦🇺 🇵🇭,1994-05-24,male,"featherweight, lightweight",16,16,8,3,0 KO 1 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,0.375,3,-3,0,2857,2020-02-22,L - Jalin Turner,2024-08-17,L - Ricardo Ramos
Victor Altamirano,🇲🇽,1991-01-23,male,flyweight,16,16,6,2,1 KO 0 Sub 1 Dec,4,0 KO 0 Sub 4 Dec,0.3333333333333333,2,-3,1,2776,2022-02-26,L - Carlos Hernandez,2024-09-28,L - Daniel Barez
Carlo Pedersoli,🇮🇹,1993-06-08,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,0.3333333333333333,1,-2,0,2611,2018-05-27,W - Brad Scott,2019-02-23,L - Dwight Grant
Askar Askarov,🇷🇺,1992-10-09,male,flyweight,2,16,5,3,0 KO 0 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,0.6,3,-1,0,3126,2019-09-21,D - Brandon Moreno,2022-03-26,L - Kai Kara-France
Jonny Parsons,🇺🇸,1991-09-06,male,welterweight,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,1,2721,2023-07-22,W - Danny Roberts,2023-07-22,W - Danny Roberts
Danilo Belluardo,🇮🇹,1994-07-21,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2451,2019-06-01,L - Joel Alvarez,2019-09-28,L - Mark Madsen
Talita Bernardo,🇧🇷,1987-03-04,female,"women's bantamweight, women's bantamweight",14,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,0.25,1,-1,0,2405,2017-09-02,L - Marion Reneau,2019-05-11,L - Viviane Araujo
Melinda Fabian,🇭🇺,1987-06-25,female,"women's flyweight, women's flyweight",13,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,0,-1,0,2218,2017-12-01,D - DeAnna Bennett,2018-06-23,L - Ji Yeon Kim
Miguel Baeza,🇵🇷 🇺🇸,1992-08-23,male,welterweight,16,16,7,3,2 KO 1 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,0.42857142857142855,3,-4,3,2915,2019-10-12,W - Hector Aldana,2024-06-08,L - Punahele Soriano
Hunter Azure,🇺🇸,1992-03-02,male,"bantamweight, featherweight",16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,0.5,1,-1,1,2801,2019-09-14,W - Brad Katona,2021-04-10,L - Jack Shore
Mara Borella,🇮🇹,1986-06-03,female,"women's flyweight, women's flyweight",8,16,7,2,0 KO 1 Sub 1 Dec,5,1 KO 2 Sub 2 Dec,0.2857142857142857,1,-4,0,2605,2017-10-07,W - Kalindra Faria,2020-09-19,L - Mayra Bueno Silva
Zarah Fairn,🇫🇷,1986-12-10,female,women's featherweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,1 KO 1 Sub 2 Dec,0,-1,-4,0,2443,2019-10-05,L - Megan Anderson,2023-09-02,L - Jacqueline Cavalcanti
Khalid Murtazaliev,🇷🇺,1993-07-15,male,middleweight,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,0,2846,2018-09-15,W - C.B. Dollaway,2018-09-15,W - C.B. Dollaway
Matthew Semelsberger,🇺🇸,1992-11-23,male,welterweight,16,16,11,5,2 KO 0 Sub 3 Dec,6,2 KO 0 Sub 4 Dec,0.45454545454545453,2,-4,1,2903,2020-08-22,W - Carlton Minus,2024-11-09,L - Charles Radtke
Yanis Ghemmouri,🇩🇿 🇫🇷,1995-01-24,male,"bantamweight, featherweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2520,2023-09-02,L - William Gomis,2024-06-29,L - Payton Talbott
Askar Mozharov,🇺🇦,1994-10-26,male,light heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2427,2022-06-04,L - Alonzo Menifield,2022-06-04,L - Alonzo Menifield
Marcelo Golm,🇧🇷,1992-09-15,male,heavyweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-3,0,2577,2017-10-28,W - Christian Colombo,2019-04-20,L - Sergei Pavlovich
Loik Radzhabov,🇹🇯,1990-09-17,male,lightweight,16,16,4,2,1 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,0.5,1,-1,0,2966,2023-03-04,W - Esteban Ribovics,2024-07-20,L - Trey Ogden
Vinicius Salvador,🇧🇷,1996-07-24,male,"bantamweight, flyweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0,-1,-3,0,2552,2023-03-25,L - Victor Altamirano,2024-05-18,L - Adrian Yanez
Niklas Stolze,🇩🇪,1992-12-28,male,"lightweight, welterweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,0,-1,-3,0,2613,2020-07-25,L - Ramazan Emeev,2022-06-04,L - Benoit Saint Denis
Miranda Granger,🇺🇸,1992-04-13,female,"women's strawweight, women's flyweight",16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 2 Sub 1 Dec,0.25,1,-3,0,2721,2019-08-03,W - Hannah Goldy,2022-08-06,L - Cory McKenna
James Llontop,🇵🇪,1999-08-02,male,lightweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,0,-1,-3,0,2611,2024-04-27,L - Chris Padilla,2024-11-16,L - Mauricio Ruffy
Vince Cachero,🇺🇸,1989-11-07,male,"bantamweight, featherweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2524,2020-08-01,L - Jamall Emmers,2021-02-27,L - Ronnie Lawrence
Daichi Abe,🇯🇵,1991-11-27,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,0,2382,2017-09-22,W - Hyun Gyu Lim,2018-06-23,L - Li Jingliang
Sabina Mazo,🇨🇴,1997-03-25,female,"women's flyweight, women's bantamweight",16,16,7,3,0 KO 1 Sub 2 Dec,4,0 KO 2 Sub 2 Dec,0.42857142857142855,3,-3,0,2664,2019-03-30,L - Maryna Moroz,2022-03-12,L - Miranda Maverick
Ihor Potieria,🇺🇦,1996-05-29,male,"light heavyweight, middleweight",16,16,8,2,1 KO 0 Sub 1 Dec,6,4 KO 1 Sub 1 Dec,0.25,1,-3,1,2755,2022-07-30,L - Nicolae Negumereanu,2025-01-11,L - Marco Tulio
Hannah Goldy,🇺🇸,1992-05-18,female,"women's strawweight, women's flyweight",16,16,5,1,0 KO 1 Sub 0 Dec,4,1 KO 0 Sub 3 Dec,0.2,1,-2,0,2484,2019-08-03,L - Miranda Granger,2023-09-23,L - Mizuki
Victor Rodriguez,🇲🇽,1992-09-05,male,"flyweight, bantamweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2436,2020-10-31,L - Adrian Yanez,2021-05-22,L - Bruno Gustavo da Silva
TJ Brown,🇺🇸,1990-05-22,male,"featherweight, lightweight",16,16,8,3,0 KO 1 Sub 2 Dec,5,0 KO 3 Sub 2 Dec,0.375,2,-2,2,2669,2020-02-29,L - Jordan Griffin,2023-10-14,L - Darren Elkins
T.J. Laramie,🇨🇦,1997-10-15,male,featherweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2665,2020-09-19,L - Darrick Minner,2022-04-16,L - Pat Sabatini
Aleksa Camur,🇷🇸 🇺🇸,1995-09-25,male,light heavyweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,0.25,1,-3,0,2672,2020-01-18,W - Justin Ledet,2023-08-05,L - Tanner Boser
Carls John de Tomas,🇵🇭,1996-08-28,male,"flyweight, bantamweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2422,2017-06-17,L - Naoki Inoue,2017-12-09,L - Alex Perez
Lukasz Brzeski,🇵🇱,1992-05-17,male,heavyweight,16,16,7,1,0 KO 0 Sub 1 Dec,6,3 KO 1 Sub 2 Dec,0.14285714285714285,1,-3,0,2628,2022-08-13,L - Martin Buday,2025-07-19,L - Ryan Spann
Shana Dobson,🇺🇸,1989-03-30,female,"women's flyweight, women's flyweight",10,16,6,2,2 KO 0 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,0.3333333333333333,1,-1,1,2332,2017-12-01,W - Ariel Beck,2021-02-20,L - Casey O'Neill
Lucie Pudilova,🇨🇿,1994-06-13,female,"women's flyweight, women's bantamweight, women's bantamweight",12,16,11,3,1 KO 0 Sub 2 Dec,8,0 KO 1 Sub 7 Dec,0.2727272727272727,2,-3,2,2617,2017-03-18,L - Lina Lansberg,2024-07-20,L - Luana Carolina
Sung Bin Jo,🇰🇷,1992-07-17,male,featherweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2486,2019-06-01,L - Daniel Teymur,2019-06-01,L - Daniel Teymur
Adam Yandiev,🇷🇺,1988-07-07,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2571,2018-09-15,L - Jordan Johnson,2018-09-15,L - Jordan Johnson
Juancamilo Ronderos,🇨🇴 🇺🇸,1995-02-17,male,flyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0,-1,-2,0,2524,2021-05-22,L - David Dvorak,2023-02-18,L - Clayton Carpenter
CM Punk,🇺🇸,1978-10-26,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,0,0,0,2146,2016-09-10,L - Mickey Gall,2018-06-09,NC - Mike Jackson
Jake Hadley,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1996-08-03,male,"flyweight, bantamweight",16,16,7,3,1 KO 1 Sub 1 Dec,4,0 KO 0 Sub 4 Dec,0.42857142857142855,2,-1,1,2781,2022-05-14,L - Allan Nascimento,2024-10-19,L - Cameron Smotherman
Laureano Staropoli,🇦🇷,1993-02-27,male,"welterweight, middleweight",16,16,6,2,0 KO 0 Sub 2 Dec,4,0 KO 0 Sub 4 Dec,0.3333333333333333,2,-4,1,2677,2018-11-17,W - Hector Aldana,2021-10-23,L - Jamie Pickett
Stefan Sekulic,🇷🇸,1992-02-12,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2569,2018-09-15,L - Ramazan Emeev,2021-04-24,L - Dwight Grant
Pedro Falcao,🇧🇷,1992-07-30,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2648,2024-04-06,L - Victor Hugo,2025-04-05,L - Victor Henry
Darko Stosic,🇷🇸,1992-02-09,male,light heavyweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,0.25,1,-3,0,2715,2018-07-22,W - Jeremy Kimball,2020-01-25,L - Jamahal Hill
Josh Parisian,🇺🇸,1989-06-28,male,heavyweight,16,16,7,2,1 KO 0 Sub 1 Dec,5,2 KO 1 Sub 2 Dec,0.2857142857142857,1,-3,1,2526,2020-11-28,L - Parker Porter,2024-03-09,L - Robelis Despaigne
Micheal Gillmore,🇺🇸,1987-03-28,male,"welterweight, middleweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0,-1,-2,0,2355,2021-08-28,L - Andre Petroski,2022-02-26,L - Ramiz Brahimaj
Brandon Jenkins,🇺🇸,1991-09-30,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2546,2021-09-18,L - Rongzhu,2022-04-16,L - Drakkar Klose
Sergey Morozov,🇰🇿,1989-06-14,male,bantamweight,16,16,5,3,0 KO 0 Sub 3 Dec,2,0 KO 2 Sub 0 Dec,0.6,2,2,1,2888,2021-01-20,L - Umar Nurmagomedov,2022-12-17,W - Journey Newson
Ali AlQaisi,🇯🇴,1990-09-23,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2577,2020-08-08,L - Irwin Rivera,2020-10-10,L - Tony Kelley
Vernon Ramos,🇵🇦,1992-06-03,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2222,2015-11-21,L - Alvaro Herrera,2015-11-21,L - Alvaro Herrera
Alvaro Herrera,🇲🇽,1990-05-14,male,"lightweight, welterweight",16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,0.25,1,-3,0,2291,2015-11-21,W - Vernon Ramos,2018-07-28,L - Devin Powell
Marcos Mariano,🇧🇷,1986-10-12,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2180,2019-02-09,L - Lando Vannata,2019-09-21,L - Claudio Puelles
JP Buys,🇿🇦,1996-04-30,male,"flyweight, bantamweight",16,16,4,0,0 KO 0 Sub 0 Dec,4,3 KO 0 Sub 1 Dec,0,-1,-4,0,2565,2021-03-20,L - Bruno Gustavo da Silva,2023-08-12,L - Marcus McGhee
Allan Zuniga,🇨🇷,1992-04-04,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2523,2018-07-06,L - John Gunther,2018-07-06,L - John Gunther
Karine Gevorgyan,🇦🇲,1989-03-09,female,women's flyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2137,2017-12-01,L - Rachael Ostovich,2017-12-01,L - Rachael Ostovich
Cristina Stanciu,🇷🇴,1994-03-29,female,women's strawweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2434,2016-04-10,L - Maryna Moroz,2016-07-13,L - Cortney Casey
Blake Bilder,🇺🇸,1990-07-12,male,featherweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,0,2802,2023-02-11,W - Shane Young,2024-02-03,L - JeongYeong Lee
Joe Gigliotti,🇺🇸,1993-08-13,male,middleweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2563,2016-08-06,L - Trevor Smith,2016-12-09,L - Gerald Meerschaert
Zhalgas Zhumagulov,🇰🇿,1988-08-29,male,flyweight,16,16,7,1,0 KO 1 Sub 0 Dec,6,1 KO 0 Sub 5 Dec,0.14285714285714285,1,-4,0,2733,2020-07-11,L - Raulian Paiva,2023-06-24,L - Joshua Van
Rolando Bedoya,🇵🇪,1997-01-13,male,"lightweight, welterweight",16,16,4,0,0 KO 0 Sub 0 Dec,4,0 KO 0 Sub 4 Dec,0,-1,-4,0,2675,2023-05-06,L - Khaos Williams,2025-09-28,L - Jamie Mullarkey
Alexander Munoz,🇺🇸,1990-02-27,male,lightweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,1,0,2691,2020-08-08,L - Nasrat Haqparast,2023-07-15,W - Carl Deaton
